16,4
16,5
16,6
16,7
16,8
16,9
16,10
16,11
16,15
16,16
16,17
16,18
16,19
16,20
16,21
16,22
25,4
25,5
25,6
25,7
25,8
25,9
25,10
25,11
25,15
25,16
25,17
25,18
25,19
25,20
25,21
25,22
28,4
28,5
28,6
28,7
28,8
28,9
28,10
28,11
28,15
28,16
28,17
28,18
28,19
28,20
28,21
28,22
34,42
34,54
35,42
35,54
36,42
36,54
37,4
37,5
37,6
37,7
37,8
37,9
37,10
37,11
37,15
37,16
37,17
37,18
37,19
37,20
37,21
37,22
37,42
37,54
38,42
38,54
39,42
39,54
40,42
40,54
142,44
142,45
142,46
142,47
143,43
143,46
143,49
144,43
144,46
144,47
144,50
145,42
145,43
145,44
145,49
145,50
145,51
145,52
146,43
146,44
147,43
147,44
147,45
147,46
147,47
147,48
147,49
148,43
148,44
148,45
148,46
149,44
152,43
152,44
152,45
152,48
152,49
152,50
153,43
153,44
153,45
153,46
153,48
153,49
153,50
153,51
